iter	RMSE
1666	46.32387066
1667	46.32330726
1668	46.32314441
1669	46.32294069
1670	46.32276345
1671	46.32261041
1672	46.32241466
1673	46.32173699
1674	46.32038086
1675	46.32010466
1676	46.31924053
1677	46.31921241
1678	46.31899013
1679	46.31800792
1680	46.31791233
1681	46.31768039
1682	46.31719065
1683	46.3168155
1684	46.31656686
1685	46.31625119
1686	46.3158595
1687	46.31567289
1688	46.31540694
1689	46.31509229
1690	46.31458625
1691	46.3139739
1692	46.31372748
1693	46.31332443
1694	46.31325471
1695	46.3129945
1696	46.31285387
1697	46.31271742
1698	46.31240824
1699	46.31224593
1700	46.3118237
1701	46.31167966
1702	46.31139578
1703	46.3106221
1704	46.31006429
1705	46.30977548
1706	46.30958336
1707	46.30787103
1708	46.30754489
1709	46.30728495
1710	46.30698743
1711	46.3068967
1712	46.30627959
1713	46.30603702
1714	46.30593643
1715	46.30537395
1716	46.30421824
1717	46.30402118
1718	46.3039258
1719	46.30289352
1720	46.30277489
1721	46.30231392
1722	46.30198822
1723	46.30159845
1724	46.3009317
1725	46.30080598
1726	46.3004174
1727	46.30038013
1728	46.29990775
1729	46.29966813
1730	46.29878113
1731	46.298694
1732	46.29831105
1733	46.2978756
1734	46.29768206
1735	46.29747807
1736	46.29661002
1737	46.29646612
1738	46.29535792
1739	46.29507938
1740	46.29469513
1741	46.29403647
1742	46.29390966
1743	46.29356912
1744	46.29330595
1745	46.2932005
1746	46.29274641
1747	46.29243742
1748	46.29187645
1749	46.2915714
1750	46.29125115
1751	46.29093258
1752	46.29071053
1753	46.2905363
1754	46.29035523
1755	46.29020198
1756	46.28980068
1757	46.28955347
1758	46.28932927
1759	46.28890445
1760	46.28866099
1761	46.28834947
1762	46.28784144
1763	46.28741019
1764	46.28719199
1765	46.28705661
1766	46.28594008
1767	46.28567899
1768	46.2854997
1769	46.28489947
1770	46.28413993
1771	46.28373796
1772	46.28284392
1773	46.28227435
1774	46.28192481
1775	46.28159286
1776	46.28138132
1777	46.28107029
1778	46.28048265
1779	46.280437
1780	46.27997634
1781	46.27983257
1782	46.27953466
1783	46.27938519
1784	46.2790546
1785	46.27894415
1786	46.278629
1787	46.2785179
1788	46.27811933
1789	46.27788582
1790	46.27775372
1791	46.27763725
1792	46.27748933
1793	46.27728343
1794	46.27679591
1795	46.27656528
1796	46.27630254
1797	46.27563615
1798	46.27535422
1799	46.27464366
1800	46.27441612
1801	46.27410996
1802	46.27393185
1803	46.27372312
1804	46.2732991
1805	46.27306348
1806	46.27225364
1807	46.27196854
1808	46.27158594
1809	46.27107321
1810	46.27062587
1811	46.26986283
1812	46.26956307
1813	46.26875298
1814	46.26858308
1815	46.26818049
1816	46.26793803
1817	46.26778978
1818	46.26764509
1819	46.26733286
1820	46.26715843
1821	46.26692944
1822	46.26655244
1823	46.26640022
1824	46.26622542
1825	46.26609716
1826	46.26577057
1827	46.2656124
1828	46.26543578
1829	46.26510086
1830	46.26489418
1831	46.26463572
1832	46.26428538
1833	46.26416955
1834	46.2640555
1835	46.26398657
1836	46.26355024
1837	46.26306776
1838	46.26273278
1839	46.26247214
1840	46.26228492
1841	46.26209015
1842	46.26202073
1843	46.26169251
1844	46.26157087
1845	46.26138347
1846	46.26109168
1847	46.26074902
1848	46.26005828
1849	46.25993405
1850	46.25969147
1851	46.25964369
1852	46.25952783
1853	46.25919034
1854	46.25897776
1855	46.25873482
1856	46.25776552
1857	46.2576273
1858	46.25736429
1859	46.2566313
1860	46.2565842
1861	46.25650572
1862	46.25623865
1863	46.25572725
1864	46.25525216
1865	46.25498228
1866	46.25484102
1867	46.25446557
1868	46.25380686
1869	46.25346589
1870	46.25301623
1871	46.25279869
1872	46.25255481
1873	46.25224511
1874	46.25164846
1875	46.25140589
1876	46.25104295
1877	46.25064403
1878	46.2503488
1879	46.25000758
1880	46.24944601
1881	46.24919811
1882	46.24873852
1883	46.2482645
1884	46.24807544
1885	46.24769467
1886	46.24740876
1887	46.24726507
1888	46.24678632
1889	46.24634787
1890	46.24612645
1891	46.24577757
1892	46.24527379
1893	46.24508965
1894	46.2448694
1895	46.24478548
1896	46.24460582
1897	46.24423384
1898	46.24391277
1899	46.24351931
1900	46.24334961
1901	46.24294521
1902	46.24288672
1903	46.24266097
1904	46.24227934
1905	46.24210734
1906	46.241971
1907	46.24160119
1908	46.24110478
1909	46.24081224
1910	46.2404126
1911	46.24019254
1912	46.23924722
1913	46.23894964
1914	46.23856307
1915	46.23834575
1916	46.23771907
1917	46.23746611
1918	46.23702362
1919	46.23658501
1920	46.23546952
1921	46.23517524
1922	46.23489467
1923	46.23453848
1924	46.2343537
1925	46.23422518
1926	46.23402967
1927	46.23359458
1928	46.23244227
1929	46.23178559
1930	46.23163652
1931	46.23144663
1932	46.23092352
1933	46.23053371
1934	46.23024027
1935	46.22956234
1936	46.22940533
1937	46.22925422
1938	46.228842
1939	46.22865197
1940	46.22853517
1941	46.22803699
1942	46.22749928
1943	46.22731471
1944	46.22702606
1945	46.22679088
1946	46.22637274
1947	46.22626751
1948	46.22558062
1949	46.22540933
1950	46.22517137
1951	46.22505628
1952	46.22452326
1953	46.22423045
1954	46.22405633
1955	46.22373107
1956	46.2232794
1957	46.22315189
1958	46.22300526
1959	46.22270288
1960	46.22238348
1961	46.22216329
1962	46.22211146
1963	46.2219212
1964	46.2217515
1965	46.22139899
1966	46.22126147
1967	46.22117956
1968	46.22087168
1969	46.22073652
1970	46.22055354
1971	46.22042264
1972	46.22014941
1973	46.21986469
1974	46.21940011
1975	46.21896643
1976	46.21880172
1977	46.2185779
1978	46.21846397
1979	46.21804089
1980	46.21778771
1981	46.21731597
1982	46.21712985
1983	46.21622333
1984	46.21608464
1985	46.21580141
1986	46.21523819
1987	46.2147693
1988	46.21436866
1989	46.21422725
1990	46.21407695
1991	46.21346144
1992	46.21305735
1993	46.21295682
1994	46.21263505
1995	46.2124894
1996	46.21235538
1997	46.21183736
1998	46.21149984
1999	46.21139154
